EmployeeNumber,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
2345,No,30,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9
2346,No,44,Travel_Rarely,200,Research & Development,29,4,Other,1,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17
2347,No,20,Travel_Rarely,654,Sales,21,3,Marketing,1,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2
2348,No,46,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4
2349,No,42,Non-Travel,179,Human Resources,2,5,Medical,1,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3
2350,No,60,Travel_Rarely,696,Sales,7,4,Marketing,1,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9
2351,No,32,Travel_Frequently,116,Research & Development,13,3,Other,1,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2
2352,No,32,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7
2353,No,36,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7
2354,No,33,Travel_Rarely,117,Research & Development,9,3,Medical,1,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10
2355,No,40,Travel_Rarely,107,Sales,10,3,Technical Degree,1,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,Y,No,12,3,2,80,1,7,2,4,5,1,1,3
2356,No,25,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1
2357,No,30,Travel_Rarely,1465,Research & Development,1,3,Medical,1,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7
2358,No,42,Travel_Frequently,458,Research & Development,26,5,Medical,1,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0
2359,No,35,Non-Travel,1212,Sales,8,2,Marketing,1,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12
2360,No,27,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8
2361,No,54,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4
2362,No,44,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1,Female,72,4,1,Research Scientist,4,Married,2011,19982,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7
2363,Yes,19,Non-Travel,504,Research & Development,10,3,Medical,1,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,Y,Yes,25,4,2,80,0,1,2,4,1,1,0,0
2364,No,29,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2
2365,No,54,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,Y,No,14,3,1,80,0,36,2,3,10,9,0,9
2366,No,31,Travel_Rarely,1332,Research & Development,11,2,Medical,1,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1
2367,No,31,Travel_Rarely,1062,Research & Development,24,3,Medical,1,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8
2368,No,59,Travel_Rarely,326,Sales,3,3,Life Sciences,1,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5
2369,No,43,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7
2370,No,49,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1,Male,85,2,5,Manager,3,Married,18711,12124,2,Y,No,13,3,3,80,1,23,2,4,1,0,0,0
2371,No,36,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7
2372,No,48,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0
2373,No,27,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3
2374,No,29,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0
2375,No,48,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,Y,No,12,3,3,80,0,25,3,4,1,0,0,0
2376,No,29,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7
2377,No,34,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,3,Female,89,4,1,Research Scientist,3,Married,2585,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0
2378,No,44,Travel_Rarely,1099,Sales,5,3,Marketing,1,2,Male,88,3,5,Manager,2,Married,18213,8751,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10
2379,No,33,Travel_Rarely,536,Sales,10,5,Marketing,1,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8
2380,No,19,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1
2381,No,23,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1
2382,Yes,25,Travel_Frequently,599,Sales,24,1,Life Sciences,1,3,Male,73,1,1,Sales Representative,4,Single,1118,8040,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0
2383,No,26,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2
2384,Yes,45,Travel_Rarely,1449,Sales,2,3,Marketing,1,1,Female,94,1,5,Manager,2,Single,18824,2493,2,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11
2385,No,55,Non-Travel,177,Research & Development,8,1,Medical,1,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0
2386,Yes,21,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1,Female,45,2,1,Laboratory Technician,3,Single,2625,25308,1,Y,No,20,4,3,80,0,2,2,1,2,2,2,2
2387,No,46,Travel_Rarely,168,Sales,4,2,Marketing,1,4,Female,33,2,5,Manager,2,Married,18789,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8
2388,No,34,Travel_Rarely,131,Sales,2,3,Marketing,1,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,0,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2
2389,No,51,Travel_Frequently,237,Sales,9,3,Life Sciences,1,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Y,Yes,24,4,1,80,1,31,5,2,29,10,11,10
2390,No,59,Travel_Rarely,1429,Research & Development,18,4,Medical,1,4,Male,67,3,3,Manufacturing Director,4,Single,10512,20002,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4
2391,No,34,Travel_Frequently,135,Research & Development,19,3,Medical,1,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10
2392,No,28,Travel_Frequently,791,Research & Development,1,4,Medical,1,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2
2393,No,44,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,3,Male,92,4,5,Manager,1,Divorced,19190,17477,1,Y,No,14,3,4,80,2,26,4,2,25,9,14,13
2394,No,34,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,3,Male,56,2,2,Human Resources,2,Married,4490,21833,4,Y,No,11,3,4,80,2,14,5,4,10,9,1,8
2395,No,35,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,3,Male,66,3,1,Research Scientist,3,Married,3506,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2
2396,No,42,Travel_Rarely,603,Research & Development,7,4,Medical,1,2,Female,78,4,2,Research Scientist,2,Married,2372,5628,6,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0
2397,No,43,Travel_Rarely,531,Sales,4,4,Marketing,1,4,Female,56,2,3,Sales Executive,4,Single,10231,20364,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17
2398,No,36,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,3,Female,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12
2399,Yes,44,Travel_Rarely,621,Research & Development,15,3,Medical,1,1,Female,73,3,3,Healthcare Representative,4,Married,7978,14075,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,5
2400,No,28,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,4,Male,52,2,1,Laboratory Technician,4,Married,3867,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2
2401,No,51,Travel_Frequently,968,Research & Development,6,2,Medical,1,2,Female,40,2,1,Laboratory Technician,3,Single,2838,4257,0,Y,No,14,3,2,80,0,8,6,2,7,0,7,7
2402,No,30,Non-Travel,879,Research & Development,9,2,Medical,1,3,Female,72,3,2,Manufacturing Director,3,Single,4695,12858,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7
2403,Yes,29,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,17285,3,Y,Yes,13,3,1,80,2,10,2,3,7,7,7,7
2404,No,28,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,4,Male,84,3,1,Research Scientist,1,Single,2080,4732,2,Y,No,11,3,2,80,0,5,2,2,3,2,1,2
2405,No,25,Travel_Rarely,266,Research & Development,1,3,Medical,1,4,Female,40,3,1,Research Scientist,2,Single,2096,18830,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1
2406,No,32,Travel_Rarely,604,Sales,8,3,Medical,1,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,Y,No,15,3,3,80,2,10,4,4,10,7,0,8
2407,No,45,Travel_Frequently,364,Research & Development,25,3,Medical,1,2,Female,83,3,5,Manager,2,Single,18061,13035,3,Y,No,22,4,3,80,0,22,4,3,0,0,0,0
2408,No,39,Travel_Rarely,412,Research & Development,13,4,Medical,1,3,Female,94,2,4,Manager,2,Divorced,17123,17334,6,Y,Yes,13,3,4,80,2,21,4,3,19,9,15,2
2409,No,58,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,1,Male,88,3,1,Research Scientist,3,Divorced,2372,26076,1,Y,No,12,3,4,80,2,2,3,3,2,2,2,2
2410,Yes,32,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,4,Male,79,3,2,Laboratory Technician,3,Married,4883,22845,1,Y,No,18,3,1,80,1,10,3,3,10,4,1,1
2411,Yes,39,Travel_Rarely,360,Research & Development,23,3,Medical,1,3,Male,93,3,1,Research Scientist,1,Single,3904,22154,0,Y,No,13,3,1,80,0,6,2,3,5,2,0,3
2412,No,30,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1,Female,48,2,2,Laboratory Technician,4,Married,4627,23631,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7
2413,No,36,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,4,Female,63,3,3,Healthcare Representative,3,Married,7094,5747,3,Y,No,12,3,1,80,0,10,0,3,7,7,1,7
2414,No,46,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,4,Female,44,3,1,Human Resources,1,Single,3423,22957,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7
2415,No,28,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,3,Female,55,1,2,Laboratory Technician,4,Married,6674,16392,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5
2416,No,50,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,4,Female,43,3,4,Research Director,1,Married,16880,22422,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2
2417,Yes,40,Travel_Rarely,299,Sales,25,4,Marketing,1,4,Male,57,2,3,Sales Executive,2,Single,9094,17235,2,Y,Yes,12,3,3,80,0,9,2,3,5,4,1,0
2418,Yes,52,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,2,Male,64,3,3,Sales Executive,2,Single,8446,21534,9,Y,Yes,19,3,3,80,0,10,2,2,8,7,7,7
2419,No,30,Travel_Rarely,634,Research & Development,17,4,Medical,1,2,Female,95,3,3,Manager,1,Married,11916,25927,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8
2420,No,39,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1,Male,32,3,2,Manufacturing Director,3,Single,4534,13352,0,Y,No,11,3,1,80,0,9,6,3,8,7,1,7
2421,No,31,Non-Travel,587,Sales,2,4,Life Sciences,1,4,Female,57,3,3,Sales Executive,3,Divorced,9852,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6
2422,No,41,Non-Travel,256,Sales,10,2,Medical,1,3,Male,40,1,2,Sales Executive,2,Single,6151,22074,1,Y,No,13,3,1,80,0,19,4,3,19,2,11,9
2423,Yes,31,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,4,Female,54,3,1,Sales Representative,2,Single,2302,8319,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2
2424,Yes,44,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1,Male,89,3,1,Laboratory Technician,1,Married,2362,14669,4,Y,No,12,3,3,80,0,10,4,4,3,2,1,2
2425,No,42,Non-Travel,495,Research & Development,2,1,Life Sciences,1,3,Male,37,3,4,Manager,3,Married,17861,26582,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10
2426,No,55,Travel_Rarely,282,Research & Development,2,2,Medical,1,4,Female,58,1,5,Manager,3,Married,19187,6992,4,Y,No,14,3,4,80,1,23,5,3,19,9,9,11
2427,No,56,Travel_Rarely,206,Human Resources,8,4,Life Sciences,1,4,Male,99,3,5,Manager,2,Single,19717,4022,6,Y,No,14,3,1,80,0,36,4,3,7,3,7,7
2428,No,40,Non-Travel,458,Research & Development,16,2,Life Sciences,1,3,Male,74,3,1,Research Scientist,3,Divorced,3544,8532,9,Y,No,16,3,2,80,1,6,0,3,4,2,0,0
2429,No,34,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1,4,Male,86,3,3,Healthcare Representative,4,Divorced,8500,5494,0,Y,No,11,3,4,80,1,10,0,2,9,7,1,6
2430,No,40,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,3,Male,98,3,2,Research Scientist,4,Single,4661,22455,1,Y,No,13,3,3,80,0,9,4,3,9,8,8,8
2431,No,41,Travel_Frequently,1018,Sales,1,3,Marketing,1,3,Female,66,3,2,Sales Executive,1,Divorced,4103,4297,0,Y,No,17,3,4,80,1,10,2,3,9,3,1,7
2432,No,35,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,3,Male,87,3,2,Research Scientist,3,Single,4249,2690,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1
2433,No,51,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,3,Male,84,3,4,Manager,2,Divorced,14026,17588,1,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10
2434,No,38,Travel_Rarely,1009,Sales,2,2,Life Sciences,1,2,Female,31,3,2,Sales Executive,1,Divorced,6893,19461,3,Y,No,15,3,4,80,1,11,3,3,7,7,1,7
2435,No,34,Travel_Rarely,507,Sales,15,2,Medical,1,3,Female,66,3,2,Sales Executive,1,Single,6125,23553,1,Y,No,12,3,4,80,0,10,6,4,10,8,9,6
2436,No,25,Travel_Rarely,882,Research & Development,19,1,Medical,1,4,Male,67,3,1,Laboratory Technician,4,Married,3669,9075,3,Y,No,11,3,3,80,3,7,6,2,3,2,1,2
2437,Yes,58,Travel_Rarely,601,Research & Development,7,4,Medical,1,3,Female,53,2,3,Manufacturing Director,1,Married,10008,12023,7,Y,Yes,14,3,4,80,0,31,0,2,10,9,5,9
2438,No,40,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1,2,Male,88,3,1,Laboratory Technician,2,Married,2387,6762,3,Y,No,22,4,3,80,1,7,3,3,4,2,0,3
2439,No,36,Travel_Frequently,607,Sales,7,3,Marketing,1,1,Female,83,4,2,Sales Executive,1,Married,4639,2261,2,Y,No,16,3,4,80,1,17,2,2,15,7,6,13
2440,No,48,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,4,Male,54,3,3,Manufacturing Director,4,Single,7898,18706,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8
2441,No,27,Travel_Rarely,1291,Sales,11,3,Medical,1,3,Female,98,4,1,Sales Representative,4,Married,2534,6527,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0
2442,No,51,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1,4,Female,82,2,4,Manufacturing Director,2,Single,13142,24439,3,Y,No,16,3,2,80,0,29,1,2,5,2,0,3
2443,No,18,Non-Travel,1124,Research & Development,1,3,Life Sciences,1,4,Female,97,3,1,Laboratory Technician,4,Single,1611,19305,1,Y,No,15,3,3,80,0,0,5,4,0,0,0,0
2444,No,35,Travel_Rarely,817,Research & Development,1,3,Medical,1,4,Female,60,2,2,Laboratory Technician,4,Married,5363,10846,0,Y,No,12,3,2,80,1,10,0,3,9,7,0,0
2445,No,27,Travel_Frequently,793,Sales,2,1,Life Sciences,1,4,Male,43,1,2,Sales Executive,4,Single,5071,20392,3,Y,No,20,4,2,80,0,8,3,3,6,2,0,0
2446,Yes,55,Travel_Rarely,267,Sales,13,4,Marketing,1,1,Male,85,4,4,Sales Executive,3,Single,13695,9277,6,Y,Yes,17,3,3,80,0,24,2,2,19,7,3,8
2447,No,56,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,4,Male,68,3,4,Manufacturing Director,2,Married,13402,18235,4,Y,Yes,12,3,1,80,1,33,0,3,19,16,15,9
2448,No,34,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1,Female,92,2,1,Research Scientist,3,Divorced,2029,15891,1,Y,No,20,4,3,80,3,5,2,3,5,4,0,0
2449,No,40,Travel_Rarely,1202,Research & Development,2,1,Medical,1,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,13888,5,Y,No,20,4,2,80,3,15,0,3,12,11,11,8
2450,No,34,Travel_Rarely,285,Research & Development,29,3,Medical,1,2,Male,86,3,2,Laboratory Technician,3,Married,5429,17491,4,Y,No,13,3,1,80,2,10,1,3,8,7,7,7
2451,Yes,31,Travel_Frequently,703,Sales,2,3,Life Sciences,1,3,Female,90,2,1,Sales Representative,4,Single,2785,11882,7,Y,No,14,3,3,80,0,3,3,4,1,0,0,0
2452,Yes,35,Travel_Frequently,662,Sales,18,4,Marketing,1,4,Female,67,3,2,Sales Executive,3,Married,4614,23288,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2
2453,No,38,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,4,Male,57,4,1,Research Scientist,3,Divorced,2610,15748,1,Y,No,11,3,4,80,3,4,2,3,4,2,0,3
2454,No,34,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,3,Female,98,3,2,Healthcare Representative,4,Single,6687,6163,1,Y,No,11,3,4,80,0,14,2,4,14,11,4,11
2455,No,28,Travel_Rarely,736,Sales,26,3,Life Sciences,1,3,Male,48,2,2,Sales Executive,1,Married,4724,24232,1,Y,No,11,3,3,80,1,5,0,3,5,3,0,4
2456,Yes,31,Travel_Rarely,330,Research & Development,22,4,Medical,1,4,Male,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7
2457,No,39,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1,Male,44,2,2,Sales Executive,4,Married,6120,3567,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4
2458,No,51,Travel_Frequently,541,Sales,2,3,Marketing,1,2,Male,52,3,3,Sales Executive,2,Married,10596,15395,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2
2459,No,41,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,4,Female,75,3,2,Research Scientist,4,Divorced,5467,13953,3,Y,Yes,14,3,1,80,2,12,4,2,6,2,3,3
2460,No,37,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,3,Male,54,3,1,Research Scientist,3,Married,2996,5182,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3
2461,No,33,Travel_Frequently,1111,Sales,5,1,Life Sciences,1,2,Male,61,3,2,Sales Executive,4,Married,9998,19293,6,Y,No,13,3,1,80,0,8,2,4,5,4,1,2
2462,No,32,Travel_Rarely,499,Sales,2,1,Marketing,1,3,Male,36,3,2,Sales Executive,2,Married,4078,20497,0,Y,Yes,13,3,1,80,3,4,3,2,3,2,1,2
2463,No,39,Non-Travel,1485,Research & Development,25,2,Life Sciences,1,3,Male,71,3,3,Healthcare Representative,3,Married,10920,3449,3,Y,No,21,4,2,80,1,13,2,3,6,4,0,5
2464,No,25,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1,Male,93,4,2,Sales Executive,3,Married,6232,12477,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2
2465,No,52,Travel_Frequently,322,Research & Development,28,2,Medical,1,4,Female,59,4,4,Manufacturing Director,3,Married,13247,9731,2,Y,Yes,11,3,2,80,1,24,3,2,5,3,0,2
2466,No,43,Travel_Rarely,930,Research & Development,6,3,Medical,1,1,Female,73,2,2,Research Scientist,3,Single,4081,20003,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8
2467,No,27,Travel_Rarely,205,Sales,10,3,Marketing,1,4,Female,98,2,2,Sales Executive,4,Married,5769,7100,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4
2468,Yes,27,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,4,Female,51,3,1,Research Scientist,3,Single,2394,25681,1,Y,Yes,13,3,4,80,0,8,2,3,8,2,7,7
2469,No,26,Travel_Rarely,683,Research & Development,2,1,Medical,1,1,Male,36,2,1,Research Scientist,4,Single,3904,4050,0,Y,No,12,3,4,80,0,5,2,3,4,3,1,1
2470,No,42,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,3,Female,31,3,4,Manager,1,Married,16799,16616,0,Y,No,14,3,3,80,1,21,5,3,20,7,0,9
2471,No,52,Travel_Rarely,258,Research & Development,8,4,Other,1,3,Female,54,3,1,Laboratory Technician,1,Married,2950,17363,9,Y,No,13,3,3,80,0,12,2,1,5,4,0,4
2472,No,37,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1,Female,94,3,1,Laboratory Technician,3,Single,3629,19106,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2
2473,No,35,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,3,Male,60,3,3,Manufacturing Director,4,Single,9362,19944,2,Y,No,11,3,3,80,0,10,2,3,2,2,2,2
2474,No,25,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1,Male,81,3,1,Laboratory Technician,4,Married,3229,4910,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2
2475,No,26,Travel_Rarely,652,Research & Development,7,3,Other,1,3,Male,100,4,1,Laboratory Technician,1,Single,3578,23577,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7
2476,No,29,Travel_Rarely,332,Human Resources,17,3,Other,1,2,Male,51,2,3,Human Resources,1,Single,7988,9769,1,Y,No,13,3,1,80,0,10,3,2,10,9,0,9
2477,Yes,49,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1,Male,97,2,2,Laboratory Technician,1,Single,4284,22710,3,Y,No,20,4,1,80,0,20,2,3,4,3,1,3
2478,Yes,29,Travel_Frequently,337,Research & Development,14,1,Other,1,3,Female,84,3,3,Healthcare Representative,4,Single,7553,22930,0,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7
2479,No,54,Travel_Rarely,971,Research & Development,1,3,Medical,1,4,Female,54,3,4,Research Director,4,Single,17328,5652,6,Y,No,19,3,4,80,0,29,3,2,20,7,12,7
2480,No,58,Travel_Rarely,1055,Research & Development,1,3,Medical,1,4,Female,76,3,5,Research Director,1,Married,19701,22456,3,Y,Yes,21,4,3,80,1,32,3,3,9,8,1,5
2481,No,55,Travel_Rarely,1136,Research & Development,1,4,Medical,1,2,Male,81,4,4,Research Director,4,Divorced,14732,12414,2,Y,No,13,3,4,80,2,31,4,4,7,7,0,0
2482,No,36,Travel_Rarely,1174,Sales,3,4,Marketing,1,1,Female,99,3,2,Sales Executive,2,Single,9278,20763,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1
2483,Yes,31,Travel_Frequently,667,Sales,1,4,Life Sciences,1,2,Female,50,1,1,Sales Representative,3,Single,1359,16154,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0
2484,No,30,Travel_Rarely,855,Sales,7,4,Marketing,1,4,Female,73,3,2,Sales Executive,1,Divorced,4779,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2
2485,No,31,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,1,Female,93,3,4,Research Director,2,Single,16422,8847,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0
